doi,paragraph_index,topic,term,count
10.11770038040716669568,18730,2,field,2
10.11770038040716669568,18730,2,capital,2
10.11770038040716669568,18730,2,economic capital,1
10.11770038040716669568,18731,2,capital,4
10.11770038040716669568,18731,2,economic capital,1
10.11770038040716669568,18732,1,field,13
10.11770038040716669568,18732,1,capital,5
10.11770038040716669568,18732,1,economic capital,2
10.11770038040716669568,18733,1,field,10
10.11770038040716669568,18733,1,capital,3
10.11770038040716669568,18733,1,economic capital,1
10.11770038040716669568,18733,1,doxa,1
10.11770038040716669568,18734,2,capital,3
10.11770038040716669568,18734,2,economic capital,1
10.11770038040716669568,18734,2,cultural capital,2
10.11770038040716669568,18735,1,field,2
10.11770038040716669568,18735,1,capital,5
10.11770038040716669568,18736,2,field,2
10.11770038040716669568,18736,2,capital,5
10.11770038040716669568,18736,2,economic capital,1
10.11770038040716669568,18736,2,social capital,1
10.11770038040716669568,18736,2,doxa,1
10.11770038040716681053,18737,4,capital,6
10.11770038040716681053,18737,4,social capital,5
10.11770038040716681054,18738,2,habitus,1
10.11770038040716681054,18738,2,field,2
10.11770038040716681054,18738,2,capital,6
10.11770038040716681054,18738,2,cultural capital,5
10.11770038040716681054,18739,2,habitus,1
10.11770038040716681054,18739,2,field,2
10.11770038040716681054,18739,2,capital,7
10.11770038040716681054,18739,2,cultural capital,5
10.11770038040716681054,18739,2,social capital,1
10.11770038040717696151,18740,4,capital,2
10.11770038040717696151,18740,4,social capital,2
10.11770038040717696151,18741,4,field,1
10.11770038040717696151,18741,4,capital,2
10.11770038040717696151,18741,4,social capital,2
10.11770038040717710495,18742,2,habitus,1
10.11770038040717710495,18742,2,capital,1
10.11770038040717710495,18742,2,cultural capital,1
10.11770038040717710495,18743,2,capital,1
10.11770038040717710495,18743,2,cultural capital,1
10.11770038040717710495,18744,0,habitus,2
10.11770038040717710495,18744,0,field,2
10.11770038040717710495,18744,0,capital,1
10.11770038040717710495,18744,0,cultural capital,1
10.11770038040717710495,18744,0,doxa,1
10.11770038040717720981,18745,3,habitus,2
10.11770038040717720981,18746,3,habitus,1
10.11770038040717720981,18746,3,capital,1
10.11770038040717720981,18746,3,cultural capital,1
10.11770038040717732332,18747,2,capital,4
10.11770038040717732332,18747,2,social capital,4
10.11770038040717739071,18748,2,habitus,2
10.11770038040717739071,18748,2,field,2
10.11770038040717739071,18748,2,capital,9
10.11770038040717739071,18748,2,cultural capital,5
10.11770038040717739071,18749,2,habitus,3
10.11770038040717739071,18749,2,field,2
10.11770038040717739071,18749,2,capital,5
10.11770038040717739071,18749,2,cultural capital,2
10.11770038040717739071,18750,3,habitus,7
10.11770038040717739071,18750,3,field,1
10.11770038040717739071,18750,3,capital,2
10.11770038040717739071,18750,3,cultural capital,1
10.11770038040717743721,18751,2,habitus,1
10.11770038040717743721,18752,2,habitus,1
10.11770038040717743721,18754,2,doxa,1
10.11770038040718759557,18755,2,capital,1
10.11770038040718759557,18755,2,social capital,1
10.11770038040718802258,18759,2,habitus,1
10.11770038040718802258,18759,2,capital,2
10.11770038040718802258,18759,2,cultural capital,1
10.11770038040718817064,18763,2,field,1
10.11770038040718817064,18763,2,capital,5
10.11770038040718817064,18763,2,cultural capital,3
10.11770038040718817064,18763,2,social capital,2
10.11770038040718817064,18764,2,field,1
10.11770038040718817064,18764,2,capital,5
10.11770038040718817064,18764,2,cultural capital,3
10.11770038040718817064,18764,2,social capital,2
10.11770038040718821073,18765,2,field,1
10.11770038040718821073,18765,2,capital,1
10.11770038040718821073,18765,2,cultural capital,1
10.11770038040718821073,18765,2,doxa,1
10.11770038040719835489,18767,2,field,1
10.11770038040719838223,18768,2,habitus,2
10.11770038040719838223,18769,2,habitus,2
10.11770038040719838223,18769,2,capital,5
10.11770038040719838223,18769,2,cultural capital,3
10.11770038040719838223,18769,2,social capital,2
10.11770038040719838223,18770,2,habitus,1
10.11770038040719838223,18770,2,capital,7
10.11770038040719838223,18770,2,cultural capital,4
10.11770038040719838223,18770,2,social capital,3
10.11770038040719867598,18771,2,capital,1
10.11770038040719867598,18771,2,cultural capital,1
10.11770038040719898505,18772,2,doxa,2
10.11770038040720953218,18773,2,habitus,1
10.11770038040720953218,18773,2,field,1
10.11770038040720953218,18773,2,capital,1
10.11770038040720953218,18773,2,cultural capital,1
10.11770038040720954817,18774,1,field,2
10.117700380407211017060,18775,2,habitus,4
10.117700380407211017060,18775,2,field,1
10.117700380407211017060,18775,2,capital,6
10.117700380407211017060,18775,2,cultural capital,5
10.117700380407211017060,18776,2,habitus,2
10.117700380407211017060,18776,2,capital,3
10.117700380407211017060,18776,2,cultural capital,2
10.117700380407211017060,18777,2,habitus,3
10.117700380407211017060,18777,2,field,2
10.117700380407211017060,18777,2,capital,2
10.117700380407211017060,18777,2,cultural capital,1
10.117700380407211017060,18778,3,habitus,6
10.117700380407211017060,18778,3,field,2
10.117700380407211017060,18778,3,capital,2
10.117700380407211017060,18778,3,social capital,1
10.117700380407211017060,18779,3,habitus,9
10.117700380407211017060,18779,3,field,4
10.117700380407211017060,18779,3,capital,2
10.117700380407211017060,18779,3,social capital,1
10.117700380407211017060,18780,3,habitus,13
10.117700380407211017060,18780,3,field,4
10.117700380407211017060,18781,2,habitus,2
10.117700380407211017060,18781,2,field,1
10.117700380407211017060,18782,2,habitus,3
10.117700380407211017060,18782,2,capital,1
10.117700380407211017060,18782,2,cultural capital,1
10.117700380407211029655,18783,4,capital,4
10.117700380407211029655,18783,4,social capital,4
10.117700380407211039272,18784,2,capital,1
10.117700380407211039272,18784,2,cultural capital,1
10.117700380407211039272,18785,2,doxa,1
10.117700380407211040261,18786,2,field,1
10.117700380407211040261,18786,2,capital,7
10.117700380407211040261,18786,2,social capital,7
10.117700380407211040261,18787,4,capital,11
10.117700380407211040261,18787,4,economic capital,1
10.117700380407211040261,18787,4,social capital,8
10.117700380407211040261,18787,4,doxa,1
10.117700380407211046053,18788,2,field,1
10.117700380407211046053,18788,2,capital,1
10.117700380407211046053,18789,2,field,2
10.117700380407211046053,18789,2,capital,1
10.117700380407211046053,18790,2,field,1
10.117700380407211055517,18791,2,habitus,1
10.117700380407211055517,18791,2,capital,1
10.117700380407211055517,18791,2,cultural capital,1
10.117700380407211055517,18792,0,capital,1
10.117700380407211055517,18792,0,economic capital,1
10.117700380407211055517,18793,2,capital,1
10.117700380407211055517,18793,2,cultural capital,1
10.117700380407211072428,18794,0,capital,1
10.117700380407211072428,18794,0,cultural capital,1
10.117700380407211072428,18796,2,capital,1
10.117700380407211072428,18796,2,cultural capital,1
10.11770038040721990365,18799,2,capital,2
10.11770038040721990365,18800,2,habitus,1
10.11770038040721990365,18800,2,capital,2
10.11770038040721990365,18800,2,cultural capital,1
10.11770038040721990365,18800,2,social capital,1
10.11770038040721990365,18801,2,capital,2
10.11770038040721990365,18801,2,economic capital,1
10.11770038040721990365,18801,2,social capital,1
10.11770038040721990365,18802,2,capital,2
10.11770038040721990365,18802,2,cultural capital,2
10.117700380407221076490,18804,2,habitus,2
10.117700380407221139220,18805,2,capital,6
10.117700380407221139220,18805,2,cultural capital,6
10.117700380407221139220,18806,2,field,1
10.117700380407221139220,18806,2,capital,7
10.117700380407221139220,18806,2,cultural capital,6
10.117700380407221139220,18806,2,doxa,1
10.117700380407221139220,18807,2,field,1
10.117700380407221139220,18807,2,capital,6
10.117700380407221139220,18807,2,cultural capital,5
10.117700380407221139220,18808,2,capital,3
10.117700380407221139220,18808,2,cultural capital,3
10.117700380407221139220,18809,0,habitus,1
10.117700380407221139220,18809,0,capital,3
10.117700380407221139220,18809,0,cultural capital,3
10.117700380407221139220,18810,2,habitus,1
10.117700380407221139220,18810,2,field,1
10.117700380407221139220,18810,2,capital,8
10.117700380407221139220,18810,2,cultural capital,7
10.117700380407221139220,18811,2,capital,9
10.117700380407221139220,18811,2,cultural capital,7
10.117700380407221139220,18811,2,doxa,1
10.117700380407221139220,18812,2,capital,6
10.117700380407221139220,18812,2,cultural capital,5
10.117700380407221139220,18813,2,capital,4
10.117700380407221139220,18813,2,cultural capital,2
10.117700380407231167087,18816,2,capital,1
10.117700380407231167087,18816,2,economic capital,1
10.117700380407231167087,18817,2,habitus,5
10.117700380407231167087,18817,2,field,1
10.117700380407231167087,18817,2,capital,1
10.117700380407231167087,18818,2,habitus,7
10.117700380407231167087,18818,2,field,1
10.117700380407231167087,18818,2,capital,1
10.117700380407231167087,18819,2,habitus,2
10.117700380407231167087,18819,2,field,1
10.117700380407231167087,18820,2,habitus,1
10.117700380407231167087,18820,2,capital,4
10.117700380407231167087,18820,2,economic capital,1
10.117700380407231167087,18820,2,cultural capital,1
10.117700380407231167087,18821,2,capital,5
10.117700380407231167087,18821,2,cultural capital,1
10.117700380407231167087,18822,2,habitus,3
10.117700380407231167087,18822,2,capital,2
10.117700380407231167087,18822,2,cultural capital,1
10.117700380407231176541,18825,4,capital,2
10.117700380407231176541,18825,4,social capital,2
10.11770081176917693549,18826,4,field,1
10.11770081176917693549,18826,4,capital,1
10.11770081176917693549,18828,0,capital,1
10.11770081176917693549,18828,0,doxa,2
10.11770081176917693549,18829,0,field,1
10.11770081176917693549,18829,0,doxa,2
10.11770081176917693549,18830,1,field,1
10.11770081176917693549,18830,1,capital,2
10.11770081176917693549,18830,1,cultural capital,1
10.11770081176917693549,18830,1,doxa,1
10.11770081176917693549,18831,1,capital,2
10.11770081176917693549,18831,1,cultural capital,1
10.11770081176917693549,18831,1,doxa,1
10.11770081176917693549,18832,1,habitus,1
10.11770081176917693549,18832,1,doxa,1
10.11770081176917693549,18833,1,habitus,1
10.11770081176917693549,18833,1,field,1
10.11770081176917693549,18833,1,capital,1
10.11770081176917693549,18833,1,symbolic violence,2
10.11770081176917693549,18834,1,habitus,1
10.11770081176917693549,18834,1,field,1
10.11770081176917693549,18834,1,capital,1
10.11770081176917693549,18834,1,cultural capital,1
10.11770081176917693549,18834,1,symbolic violence,1
10.11770081176917693549,18835,1,field,1
10.11770081176917693549,18835,1,capital,1
10.11770081176917693549,18835,1,cultural capital,1
10.11770081176917693549,18835,1,symbolic violence,2
10.11770081176917693549,18836,0,doxa,1
10.11770081176917693549,18837,0,doxa,1
10.11770081176917693549,18838,0,illusio,1
10.11770081176917693549,18839,1,field,2
10.11770081176917693549,18839,1,capital,1
10.11770081176917693549,18840,0,field,1
10.11770081176917693549,18840,0,capital,1
10.11770081176917693549,18842,0,capital,1
10.11770092055x0903700404,18843,3,habitus,3
10.11770092055x0903700404,18844,1,habitus,1
10.11770092055x0903700408,18845,3,habitus,2
10.11770092055x0903700408,18845,3,capital,2
10.11770092055x0903700408,18845,3,cultural capital,1
10.11770092055x10378823,18846,1,field,1
10.11770092055x10378823,18847,3,capital,1
10.11770092055x10378823,18847,3,doxa,2
10.11770092055x10378823,18848,1,doxa,1
10.11770092055x10378823,18849,1,doxa,1
10.11770092055x12455135,18853,4,field,1
10.11770092055x12455135,18853,4,capital,6
10.11770092055x12455135,18853,4,cultural capital,2
10.11770092055x12455135,18853,4,social capital,1
10.11770092055x12455527,18854,2,capital,2
10.11770092055x12455527,18854,2,cultural capital,2
10.11770092055x12458679,18857,3,reflexivity,4
10.11770092055x12458679,18857,3,reflexive,7
10.11770092055x12460028,18858,3,habitus,1
10.11770092055x13490751,18859,2,capital,3
10.11770092055x13490751,18859,2,cultural capital,2
10.11770092055x13490751,18859,2,social capital,1
10.11770092055x13490751,18860,2,capital,4
10.11770092055x13490751,18860,2,cultural capital,3
10.11770092055x13490751,18860,2,social capital,1
10.11770092055x16664397,18862,3,habitus,2
10.11770092055x17730113,18863,2,capital,1
10.11770092055x17730113,18863,2,cultural capital,1
10.11770092055x17730113,18863,2,doxa,1
10.11770092055x17730113,18864,0,capital,1
10.11770092055x19865301,18866,1,field,3
10.11770092055x19865301,18866,1,doxa,1
10.11770092055x19865301,18867,1,field,1
10.11770092055x19865301,18868,1,field,1
10.11770092055x19865301,18868,1,doxa,1
10.11770092055x19865301,18869,1,doxa,1
10.11770092055x19865301,18871,1,field,1
10.11770092055x20930338,18873,4,capital,2
10.11770092055x20930338,18873,4,cultural capital,1
10.11770092055x20930338,18873,4,social capital,1
10.11770092055x20952826,18874,2,capital,5
10.11770092055x20952826,18874,2,cultural capital,4
10.11770092055x211022458,18876,0,capital,2
10.11770092055x211022458,18876,0,cultural capital,1
10.11770092055x211053374,18877,4,field,1
10.11770092055x211068452,18879,3,symbolic violence,1
10.11770092055x211071131,18880,3,habitus,1
10.11770092055x211071131,18880,3,field,1
10.11770092055x211071131,18880,3,capital,1
10.11770092055x211071131,18880,3,cultural capital,1
10.11770092055x221087230,18881,3,habitus,1
10.11770092055x221087230,18882,3,habitus,1
10.11770092055x221087230,18882,3,capital,1
10.11770092055x221087230,18882,3,cultural capital,1
10.11770092055x221087230,18883,3,habitus,2
10.11770092055x221087230,18883,3,capital,1
10.11770092055x221087230,18883,3,cultural capital,1
10.11770092055x221087230,18884,1,habitus,1
10.11770092055x221087230,18885,1,habitus,1
10.11770092055x221087230,18886,1,habitus,1
10.11770092055x221087230,18886,1,doxa,1
10.11770092055x221120858,18887,1,capital,1
10.11770092055x221120858,18887,1,cultural capital,1
10.11770092055x221134126,18888,2,capital,1
10.11770092055x221134126,18888,2,cultural capital,1
10.11770092055x221134126,18889,2,habitus,1
10.11770092055x221134126,18889,2,capital,2
10.11770092055x221134126,18889,2,cultural capital,1
10.11770092055x231174511,18893,1,capital,1
10.11770092055x231174511,18894,2,capital,1
10.11770092055x231174511,18894,2,cultural capital,1
10.1177016344370202400305,18896,1,symbolic violence,1
10.1177016344370202400305,18897,1,symbolic violence,1
10.11770163443703256004,18899,0,field,5
10.11770163443703256004,18899,0,capital,3
10.11770163443703256004,18899,0,economic capital,3
10.11770163443703256004,18900,1,habitus,1
10.11770163443703256004,18900,1,field,1
10.11770163443703256004,18901,4,field,1
10.11770163443703256004,18901,4,doxa,1
10.11770163443704042263,18904,0,habitus,1
10.1177016344379401600208,18905,3,field,1
10.1177016344379401600304,18907,0,capital,1
10.1177016344379401600304,18907,0,cultural capital,1
10.11770193723502261003,18909,4,capital,3
10.11770193723502261003,18909,4,cultural capital,3
10.11770193732502239581,18912,3,symbolic violence,1
10.11770193732503255483,18913,3,habitus,1
10.11770193732503255483,18913,3,field,2
10.11770193732503255483,18913,3,capital,3
10.11770193732503255483,18913,3,social capital,2
10.11770193732503255483,18914,4,habitus,2
10.11770193732503255483,18914,4,field,2
10.11770193732503255483,18914,4,capital,9
10.11770193732503255483,18914,4,social capital,6
10.11770193732503255483,18914,4,doxa,1
10.11770193732503255483,18915,3,habitus,1
10.11770193732503255483,18915,3,capital,1
10.11770193732503255483,18915,3,social capital,1
10.11770193732503255483,18915,3,doxa,1
10.11770193732503255483,18917,2,capital,1
10.11770193732503255483,18917,2,social capital,1
10.11770268580904040920,18922,1,doxa,1
10.11770268580904040920,18923,1,habitus,1
10.11770268580904040920,18923,1,doxa,1
10.11770268580904040920,18924,1,habitus,1
10.11770268580904040920,18928,1,illusio,2
10.11770268580904040920,18929,3,illusio,2
10.11770268580904040920,18930,3,illusio,2
10.11770268580904040920,18932,0,habitus,1
10.11770268580904040920,18933,0,habitus,1
10.11770268580904040920,18934,1,field,1
10.11770268580904040920,18935,1,field,1
10.11770268580904040920,18935,1,symbolic violence,1
10.11770268580904040920,18936,1,habitus,2
10.11770268580904040920,18936,1,field,1
10.11770268580904040920,18936,1,symbolic violence,1
10.11770268580904040920,18937,3,habitus,5
10.11770268580904040920,18937,3,field,1
10.11770268580904040920,18937,3,symbolic violence,1
10.11770268580904040920,18938,3,habitus,6
10.11770268580904040920,18938,3,field,1
10.11770268580904040920,18939,3,habitus,9
10.11770268580904040920,18939,3,doxa,1
10.11770268580904040920,18940,1,habitus,5
10.11770268580904040920,18940,1,doxa,1
10.11770268580904040920,18941,1,habitus,4
10.11770268580904040920,18941,1,field,2
10.11770268580904040920,18942,1,habitus,2
10.11770268580904040920,18942,1,field,3
10.11770268580904040920,18942,1,capital,2
10.11770268580904040920,18942,1,symbolic violence,1
10.11770268580904040920,18943,1,field,2
10.11770268580904040920,18943,1,capital,8
10.11770268580904040920,18943,1,economic capital,1
10.11770268580904040920,18943,1,cultural capital,2
10.11770268580904040920,18943,1,social capital,1
10.11770268580904040920,18943,1,symbolic capital,1
10.11770268580904040920,18943,1,symbolic violence,1
10.11770268580904040920,18944,2,capital,8
10.11770268580904040920,18944,2,economic capital,1
10.11770268580904040920,18944,2,cultural capital,3
10.11770268580904040920,18945,4,capital,8
10.11770268580904040920,18945,4,economic capital,1
10.11770268580904040920,18945,4,cultural capital,2
10.11770268580904040920,18945,4,social capital,2
10.11770268580904040920,18945,4,symbolic capital,1
10.11770268580904040920,18946,4,capital,10
10.11770268580904040920,18946,4,economic capital,2
10.11770268580904040920,18946,4,social capital,2
10.11770268580904040920,18946,4,symbolic capital,3
10.11770268580904040920,18946,4,doxa,1
10.11770268580904040920,18947,0,habitus,1
10.11770268580904040920,18947,0,field,1
10.11770268580904040920,18947,0,capital,3
10.11770268580904040920,18947,0,economic capital,1
10.11770268580904040920,18947,0,cultural capital,1
10.11770268580904040920,18948,0,capital,4
10.11770268580904040920,18948,0,cultural capital,3
10.11770268580904040920,18949,0,capital,3
10.11770268580904040920,18949,0,cultural capital,3
10.11770268580904040920,18950,0,capital,1
10.11770268580904040920,18950,0,cultural capital,1
10.11770268580904040920,18950,0,doxa,2
10.11770268580904040920,18951,0,capital,1
10.11770268580904040920,18951,0,cultural capital,1
10.11770268580904040920,18952,0,illusio,1
10.11770268580904040920,18953,0,illusio,1
10.11770268580904040920,18953,0,symbolic violence,1
10.11770268580904040920,18954,0,capital,6
10.11770268580904040920,18954,0,economic capital,3
10.11770268580904040920,18954,0,cultural capital,3
10.11770268580904040920,18954,0,illusio,1
10.11770268580904040920,18954,0,symbolic violence,1
10.11770268580904040920,18955,0,capital,6
10.11770268580904040920,18955,0,economic capital,3
10.11770268580904040920,18955,0,cultural capital,3
10.11770268580904040920,18957,0,capital,1
10.11770268580904040920,18957,0,economic capital,1
10.11770268580904040920,18958,0,habitus,1
10.11770268580904040920,18959,0,habitus,1
10.11770268580904040920,18960,0,capital,2
10.11770268580904040920,18960,0,economic capital,1
10.11770268580904040920,18960,0,cultural capital,1
10.11770268580904040920,18961,1,capital,2
10.11770268580904040920,18961,1,economic capital,1
10.11770268580904040920,18961,1,cultural capital,1
10.11770268580904040920,18961,1,doxa,1
10.11770268580904040920,18962,1,habitus,4
10.11770268580904040920,18962,1,doxa,1
10.11770268580904040920,18963,3,habitus,5
10.11770268580904040920,18964,3,habitus,2
10.11770268580904040920,18965,1,habitus,2
10.11770268580904040920,18966,3,habitus,2
10.11770268580904040920,18969,1,habitus,1
10.11770268580904040920,18970,1,habitus,1
10.11770268580904040920,18973,3,habitus,2
10.11770268580904040920,18974,1,habitus,2
10.11770268580904040920,18975,1,habitus,2
10.11770268580904040920,18976,1,symbolic power,2
10.11770268580904040920,18977,1,habitus,1
10.11770268580904040920,18977,1,symbolic power,1
10.11770268580904040920,18978,1,habitus,1
10.11770268580904040920,18985,1,symbolic power,1
10.11770268580906065299,18986,0,field,1
10.11770268580907078010,18987,4,capital,2
10.11770268580907078010,18987,4,cultural capital,2
10.11770268580907078010,18988,0,capital,4
10.11770268580907078010,18988,0,cultural capital,1
10.11770268580907078010,18988,0,social capital,1
10.11770268580907078010,18989,0,capital,3
10.11770268580907078010,18989,0,cultural capital,3
10.11770268580907078010,18990,0,capital,1
10.11770268580907078010,18990,0,cultural capital,1
10.11770268580907078010,18991,2,capital,2
10.11770268580907078010,18991,2,economic capital,1
10.11770268580907082247,18992,1,field,1
10.11770268580907082247,18992,1,symbolic violence,1
10.11770268580907082247,18993,1,symbolic violence,1
10.11770268580909346709,18998,4,capital,5
10.11770268580909346709,18998,4,cultural capital,5
10.11770268580909351328,19000,3,habitus,4
10.11770268580909351328,19001,3,habitus,5
10.11770268580909351328,19001,3,field,1
10.11770268580909351328,19002,3,habitus,5
10.11770268580909351328,19002,3,field,1
10.11770268580909351328,19003,3,habitus,4
10.11770268580909351328,19003,3,field,1
10.11770268580909351328,19004,3,habitus,2
10.11770268580909351328,19005,1,habitus,1
10.11770268580910393042,19011,4,capital,5
10.11770268580910393042,19011,4,symbolic capital,2
10.11770268580910393042,19012,3,capital,2
10.11770268580910393042,19013,4,capital,2
10.11770268580910393042,19013,4,symbolic capital,2
10.11770268580910393045,19014,2,capital,2
10.11770268580910393045,19014,2,cultural capital,2
10.11770268580911423045,19015,0,field,1
10.11770268580911423045,19016,0,field,1
10.11770268580911423045,19016,0,doxa,1
10.11770268580911423061,19017,2,habitus,1
10.11770268580911423061,19018,2,habitus,1
10.11770268580911423061,19019,2,habitus,1
10.11770268580911423063,19021,4,capital,6
10.11770268580911423063,19021,4,social capital,6
10.11770268580911423063,19021,4,doxa,1
10.11770268580912452171,19022,4,habitus,5
10.11770268580912452171,19022,4,field,1
10.11770268580912453728,19023,1,symbolic violence,1
10.11770268580912453728,19023,1,symbolic power,1
10.11770268580912453728,19024,1,capital,1
10.11770268580912453728,19025,1,capital,1
10.11770268580912453728,19025,1,cultural capital,1
10.11770268580912453728,19025,1,symbolic violence,1
10.11770268580912453728,19026,1,doxa,1
10.11770268580912453728,19027,4,doxa,1
10.11770268580912453729,19028,1,field,3
10.11770268580912463155,19029,0,capital,5
10.11770268580912463155,19029,0,economic capital,1
10.11770268580912463155,19029,0,symbolic capital,1
10.11770268580912463155,19030,0,capital,1
10.11770268580912468013,19032,4,capital,2
10.11770268580912468013,19033,4,capital,2
10.11770268580912468013,19033,4,economic capital,1
10.11770268580912468013,19034,4,field,1
10.11770268580912468013,19034,4,capital,9
10.11770268580912468013,19034,4,economic capital,3
10.11770268580912468013,19034,4,cultural capital,2
10.11770268580912468919,19035,4,capital,6
10.11770268580912468919,19035,4,economic capital,2
10.11770268580912468919,19035,4,cultural capital,1
10.11770268580912468919,19036,4,capital,5
10.11770268580912468919,19036,4,economic capital,2
10.11770268580912468919,19036,4,cultural capital,1
10.11770268580912468919,19037,4,capital,2
10.11770268580912468919,19037,4,cultural capital,1
10.11770268580912468919,19038,4,capital,2
10.11770268580912468919,19039,4,field,1
10.11770268580912468919,19039,4,capital,4
10.11770268580912468919,19039,4,cultural capital,1
10.11770268580912468919,19039,4,symbolic capital,1
10.11770268580912468919,19040,4,capital,6
10.11770268580912468919,19040,4,cultural capital,3
10.11770268580912468919,19040,4,symbolic capital,1
10.11770268580912468919,19041,1,habitus,1
10.11770268580912468919,19041,1,field,1
10.11770268580912468919,19041,1,capital,4
10.11770268580912468919,19041,1,cultural capital,2
10.11770268580912468919,19042,1,habitus,1
10.11770268580912468919,19042,1,field,2
10.11770268580912468919,19042,1,capital,4
10.11770268580912468919,19042,1,cultural capital,2
10.11770268580912468919,19043,4,habitus,1
10.11770268580912468919,19043,4,field,3
10.11770268580912468919,19043,4,capital,3
10.11770268580912468919,19043,4,cultural capital,1
10.11770268580912468919,19044,4,habitus,1
10.11770268580912468919,19044,4,field,2
10.11770268580912468919,19044,4,capital,3
10.11770268580912468919,19044,4,cultural capital,1
10.11770268580912468919,19045,4,capital,2
10.11770268580912468919,19046,4,capital,6
10.11770268580912468919,19046,4,economic capital,1
10.11770268580912468919,19046,4,cultural capital,1
10.11770268580912468919,19048,4,field,1
10.11770268580912468919,19048,4,capital,4
10.11770268580912468919,19049,4,field,1
10.11770268580912468919,19049,4,capital,3
10.11770268580912468920,19050,4,capital,6
10.11770268580912468920,19050,4,economic capital,1
10.11770268580912468920,19051,4,capital,9
10.11770268580912468920,19051,4,economic capital,3
10.11770268580912468920,19051,4,cultural capital,2
10.11770268580912468920,19051,4,social capital,2
10.11770268580912468920,19052,4,capital,10
10.11770268580912468920,19052,4,economic capital,2
10.11770268580912468920,19052,4,cultural capital,1
10.11770268580912468920,19052,4,social capital,3
10.11770268580912468920,19053,4,capital,5
10.11770268580912468920,19053,4,economic capital,1
10.11770268580912468920,19053,4,cultural capital,2
10.11770268580912468920,19053,4,symbolic capital,2
10.11770268580912469236,19054,4,capital,1
10.11770268580912469236,19054,4,social capital,1
10.11770268580912469236,19054,4,doxa,1
10.11770268580913490769,19055,1,field,3
10.11770268580913490769,19056,1,field,7
10.11770268580913490769,19056,1,doxa,2
10.11770268580913490769,19056,1,illusio,1
10.11770268580913490769,19057,1,field,7
10.11770268580913490769,19057,1,doxa,2
10.11770268580913490769,19057,1,illusio,1
10.11770268580913494913,19058,1,reflexivity,1
10.11770268580913494913,19058,1,reflexive,1
10.11770268580913494913,19058,1,habitus,1
10.11770268580913519460,19059,0,field,2
10.11770268580913519460,19060,0,field,3
10.11770268580913519460,19061,3,field,2
10.11770268580913519460,19062,1,field,1
10.11770268580913519460,19063,1,field,1
10.11770268580913519460,19063,1,doxa,1
10.11770268580913519460,19064,1,habitus,2
10.11770268580913519460,19064,1,field,5
10.11770268580913519460,19064,1,capital,5
10.11770268580913519460,19065,1,habitus,2
10.11770268580913519460,19065,1,field,1
10.11770268580913519460,19065,1,capital,2
10.11770268580913519460,19066,3,reflexivity,1
10.11770268580913519460,19066,3,reflexive,1
10.11770268580913519460,19066,3,habitus,4
10.11770268580913519460,19066,3,field,2
10.11770268580913519460,19067,3,reflexivity,1
10.11770268580913519460,19067,3,reflexive,1
10.11770268580913519460,19067,3,habitus,2
10.11770268580913519460,19067,3,field,2
10.11770268580913519460,19068,3,habitus,4
10.11770268580913519460,19070,1,capital,1
10.11770268580913519460,19071,1,habitus,1
10.11770268580913519460,19071,1,field,1
10.11770268580913519460,19072,1,habitus,1
10.11770268580913519460,19072,1,field,4
10.11770268580913519460,19072,1,capital,1
10.11770268580913519460,19073,4,field,3
10.11770268580913519460,19073,4,capital,1
10.11770268580913519460,19074,3,habitus,4
10.11770268580913519460,19075,3,field,1
10.11770268580913519460,19075,3,capital,5
10.11770268580913519460,19075,3,cultural capital,1
10.11770268580913519460,19075,3,social capital,1
10.11770268580913519460,19075,3,symbolic capital,1
10.11770268580913519460,19076,3,doxa,1
10.11770268580913519460,19077,1,field,2
10.11770268580913519460,19078,1,habitus,1
10.11770268580913519460,19078,1,field,5
10.11770268580913519461,19079,4,capital,3
10.11770268580913519461,19080,0,field,1
10.11770268580913519461,19080,0,capital,9
10.11770268580913519461,19080,0,economic capital,1
10.11770268580913519461,19080,0,cultural capital,3
10.11770268580913519461,19081,2,capital,5
10.11770268580913519461,19081,2,cultural capital,3
10.11770268580913519461,19082,0,capital,4
10.11770268580913519461,19082,0,economic capital,1
10.11770268580913519461,19082,0,cultural capital,1
10.11770268580913519461,19083,2,capital,1
10.11770268580913519461,19083,2,economic capital,1
10.11770268580913519461,19084,2,capital,4
10.11770268580913519461,19084,2,cultural capital,3
10.11770268580913519461,19084,2,doxa,1
10.11770268580914551305,19085,1,reflexive,1
10.11770268580915578759,19087,4,habitus,1
10.11770268580916662389,19090,4,field,1
10.11770268580916662389,19090,4,capital,1
10.11770268580916662389,19090,4,cultural capital,1
10.11770268580917701585,19092,4,field,1
10.11770268580917701585,19092,4,symbolic power,1
10.11770268580917726630,19093,1,field,6
10.11770268580917726630,19094,1,field,10
10.11770268580917729991,19095,1,field,2
10.11770268580917729991,19095,1,capital,2
10.11770268580917742001,19096,3,symbolic violence,3
10.11770268580917742001,19097,1,symbolic violence,3
10.11770268580917742001,19098,1,symbolic violence,2
10.11770268580917742001,19099,3,field,2
10.11770268580917742001,19099,3,symbolic violence,2
10.11770268580917742001,19100,3,field,3
10.11770268580917742001,19100,3,symbolic violence,1
10.11770268580917742001,19101,3,field,1
10.11770268580917742001,19102,1,doxa,1
10.11770268580917742001,19102,1,symbolic violence,2
10.11770268580918760431,19103,4,capital,11
10.11770268580918760431,19103,4,economic capital,2
